VFclass	Virulence factors	Related genes	ma102(Prediction)	ma1265(Prediction)	P.aeruginosa PAO1	P.entomophila L48	P.fluorescens Pf-5	P.fluorescens Pf0-1	P.mendocina ymp	P.putida KT2440	P.putida W619	P.stutzeri A1501	P.syringae 1448A	P.syringae pv. syringae B728a
Secretion system	P. syringae TTSS effectors	hopI1	-	-	-	-	-	-	-	-	-	-	PSPPH_4366	Psyr_4326
Secretion system	P. syringae TTSS effectors	hopJ1	MMBGCLAI_03516	BMIEOKOB_03602	-	-	-	-	-	-	-	-	PSPPH_1068	Psyr_1017
Secretion system	P. syringae TTSS effectors	hopK1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopL1	-	-	-	-	-	-	-	-	-	-	-	Psyr_2631
Secretion system	P. syringae TTSS effectors	hopM1'	-	-	-	-	-	-	-	-	-	-	PSPPH_1266*	-
Secretion system	P. syringae TTSS effectors	hopM1	-	-	-	-	-	-	-	-	-	-	-	Psyr_1186
Secretion system	P. syringae TTSS effectors	hopN1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopO1-1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopO1-3'	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopP1-2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopQ1-1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopQ1-2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopQ1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopR1	-	-	-	-	-	-	-	-	-	-	PSPPH_0171	-
Secretion system	P. syringae TTSS effectors	hopS1'	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopS2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopT1-1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopT1-2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopT2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopU1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopV1	-	-	-	-	-	-	-	-	-	-	PSPPH_2351	-
Secretion system	P. syringae TTSS effectors	hopW1-1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopW1-2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopX1	-	-	-	-	-	-	-	-	-	-	PSPPH_1296	Psyr_1220
Secretion system	P. syringae TTSS effectors	hopY1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS effectors	hopZ3	-	-	-	-	-	-	-	-	-	-	-	Psyr_1224
Secretion system	P. syringae TTSS	hrcC	-	-	-	-	-	-	-	-	-	-	PSPPH_1280	Psyr_1200
Secretion system	P. syringae TTSS	hrcJ	-	-	-	-	-	-	-	-	-	-	PSPPH_1275	Psyr_1195
Secretion system	P. syringae TTSS	hrcN	-	-	-	-	-	-	-	-	-	-	PSPPH_1290	Psyr_1213
Secretion system	P. syringae TTSS	hrcQa	-	-	-	-	-	-	-	-	-	-	PSPPH_1287	Psyr_1210
Secretion system	P. syringae TTSS	hrcQb	-	-	-	-	-	-	-	-	-	-	PSPPH_1286	Psyr_1209
Secretion system	P. syringae TTSS	hrcR	-	-	-	-	-	-	-	-	-	-	PSPPH_1285	Psyr_1208
Secretion system	P. syringae TTSS	hrcS	-	-	-	-	-	-	-	-	-	-	PSPPH_1284	Psyr_1207
Secretion system	P. syringae TTSS	hrcT	-	-	-	-	-	-	-	-	-	-	PSPPH_1283	Psyr_1206
Secretion system	P. syringae TTSS	hrcU	-	-	-	-	-	-	-	-	-	-	PSPPH_1282	Psyr_1205
Secretion system	P. syringae TTSS	hrcV	-	-	-	-	-	-	-	-	-	-	PSPPH_1292	Psyr_1215
Secretion system	P. syringae TTSS	hrpB	-	-	-	-	-	-	-	-	-	-	PSPPH_1274	Psyr_1194
Secretion system	P. syringae TTSS	hrpD	-	-	-	-	-	-	-	-	-	-	PSPPH_1276	Psyr_1196
Secretion system	P. syringae TTSS	hrpE	-	-	-	-	-	-	-	-	-	-	PSPPH_1277	Psyr_1197
Secretion system	P. syringae TTSS	hrpF	-	-	-	-	-	-	-	-	-	-	PSPPH_1278	Psyr_1198
Secretion system	P. syringae TTSS	hrpG	-	-	-	-	-	-	-	-	-	-	PSPPH_1279	Psyr_1199
Secretion system	P. syringae TTSS	hrpJ	-	-	-	-	-	-	-	-	-	-	PSPPH_1293	Psyr_1216
Secretion system	P. syringae TTSS	hrpL	-	-	-	-	-	-	-	-	-	-	PSPPH_1294	Psyr_1217
Secretion system	P. syringae TTSS	hrpO	-	-	-	-	-	-	-	-	-	-	PSPPH_1289	Psyr_1212
Secretion system	P. syringae TTSS	hrpP	-	-	-	-	-	-	-	-	-	-	PSPPH_1288	Psyr_1211
Secretion system	P. syringae TTSS	hrpQ	-	-	-	-	-	-	-	-	-	-	PSPPH_1291	Psyr_1214
Secretion system	P. syringae TTSS	hrpR	-	-	-	-	-	-	-	-	-	-	PSPPH_1270	Psyr_1190
Secretion system	P. syringae TTSS	hrpS	-	-	-	-	-	-	-	-	-	-	PSPPH_1271	Psyr_1191
Secretion system	P. syringae TTSS	hrpT	-	-	-	-	-	-	-	-	-	-	-	Psyr_1201
Secretion system	P. syringae TTSS	hrpV	-	-	-	-	-	-	-	-	-	-	PSPPH_1281	Psyr_1202
Secretion system	P. syringae TTSS	shcA	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS	shcE	-	-	-	-	-	-	-	-	-	-	PSPPH_1267	Psyr_1187
Secretion system	P. syringae TTSS	shcF	-	-	-	-	-	-	-	-	-	-	PSPPH_3499	-
Secretion system	P. syringae TTSS	shcM	-	-	-	-	-	-	-	-	-	-	PSPPH_1265	Psyr_1185
Secretion system	P. syringae TTSS	shcN	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS	shcS1	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS	shcS2	-	-	-	-	-	-	-	-	-	-	-	-
Secretion system	P. syringae TTSS	shcV	-	-	-	-	-	-	-	-	-	-	PSPPH_2352	-
Secretion system	EPS type II secretion system	epsG	MMBGCLAI_03438	BMIEOKOB_03524	-	-	-	-	-	-	-	-	-	-
Secretion system	T2SS 	gspE	MMBGCLAI_03440	BMIEOKOB_03526	-	-	-	-	-	-	-	-	-	-
Secretion system	T4SS effectors	NA	MMBGCLAI_01103	BMIEOKOB_03026	-	-	-	-	-	-	-	-	-	-
Secretion system	T4SS effectors	NA	MMBGCLAI_01103	BMIEOKOB_03027	-	-	-	-	-	-	-	-	-	-
Secretion system	T4SS effectors	NA	MMBGCLAI_01103	BMIEOKOB_03029	-	-	-	-	-	-	-	-	-	-
Secretion system	T4SS effectors	NA	MMBGCLAI_01103	BMIEOKOB_03033	-	-	-	-	-	-	-	-	-	-
Secretion system	T4SS effectors	NA	MMBGCLAI_01103	BMIEOKOB_01097	-	-	-	-	-	-	-	-	-	-
Secretion system	T4SS effectors	NA	MMBGCLAI_01103	BMIEOKOB_00743	-	-	-	-	-	-	-	-	-	-
Secretion system	T4SS effectors	NA	MMBGCLAI_01103	BMIEOKOB_03113; BMIEOKOB_04553	-	-	-	-	-	-	-	-	-	-
Secretion system	T4SS effectors	NA	MMBGCLAI_01103	BMIEOKOB_02834	-	-	-	-	-	-	-	-	-	-
Secretion system	T4SS effectors	NA	MMBGCLAI_01103	BMIEOKOB_02880	-	-	-	-	-	-	-	-	-	-
Secretion system	T4SS effectors	NA	MMBGCLAI_01103	BMIEOKOB_04453	-	-	-	-	-	-	-	-	-	-
Secretion system	T6SS-III	NA	MMBGCLAI_00570	BMIEOKOB_03026	-	-	-	-	-	-	-	-	-	-
Secretion system	T6SS-III	NA	MMBGCLAI_00570	BMIEOKOB_03027	-	-	-	-	-	-	-	-	-	-
Secretion system	T6SS-III	NA	MMBGCLAI_00570	BMIEOKOB_03029	-	-	-	-	-	-	-	-	-	-
Secretion system	T6SS-III	NA	MMBGCLAI_00570	BMIEOKOB_03033	-	-	-	-	-	-	-	-	-	-
Secretion system	T6SS-III	NA	MMBGCLAI_00570	BMIEOKOB_01097	-	-	-	-	-	-	-	-	-	-
Secretion system	T6SS-III	NA	MMBGCLAI_00570	BMIEOKOB_00743	-	-	-	-	-	-	-	-	-	-
Secretion system	T6SS-III	NA	MMBGCLAI_00570	BMIEOKOB_03113; BMIEOKOB_04553	-	-	-	-	-	-	-	-	-	-
Secretion system	T6SS-III	NA	MMBGCLAI_00570	BMIEOKOB_02834	-	-	-	-	-	-	-	-	-	-
Secretion system	T6SS-III	NA	MMBGCLAI_00570	BMIEOKOB_02880	-	-	-	-	-	-	-	-	-	-
Secretion system	T6SS-III	NA	MMBGCLAI_00570	BMIEOKOB_04453	-	-	-	-	-	-	-	-	-	-
Toxin	Exolysin	exlA	-	-	-	PSEEN2177	PFL_4237*	Pfl_3791	-	PP_1449	PputW619_4170	-	-	-
Toxin	Exolysin	exlB	-	-	-	PSEEN2176	PFL_4236	Pfl_3792	-	PP_1450	PputW619_4169	-	-	-
Toxin	Exotoxin A 	toxA	-	-	PA1148	-	-	-	-	-	-	-	-	-
Toxin	Hydrogen cyanide production	hcnA	-	-	PA2193	PSEEN5522	PFL_2577	Pfl_3516	-	-	-	-	-	-
Toxin	Hydrogen cyanide production	hcnB	-	-	PA2194	PSEEN5521	PFL_2578	Pfl_3515	-	-	-	-	-	-
Toxin	Hydrogen cyanide production	hcnC	-	-	PA2195	PSEEN5520	PFL_2579	Pfl_3514	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	Undetermined	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cfa1	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cfa2	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cfa3	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cfa4	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cfa5	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cfa6	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cfa7	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cfa8	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cfa9	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cfl	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cmaA	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cmaB	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cmaC	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cmaD	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cmaE	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cmaT	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	cmaU	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	corP	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin coronatine	corR	-	-	-	-	-	-	-	-	-	-	-	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4299	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4300	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4302	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4303	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4303	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4303	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4303	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4303	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4303	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4303	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4303	-
